,PRODUCT_MDM_CODE,OBJ_KEY,img_lst
80,1531998,109102_2,https://img.hrryzx.com/upload/1/2018/10/23/561f949f-0a1e-40bf-b287-a9e6f913e2d7.jpg;https://img.hrryzx.com/upload/1/2018/10/23/24b73777-36ac-4c1e-95f4-93be38efd208.jpg;https://img.hrryzx.com/upload/1/2018/10/23/879ac8f9-7ccc-4bba-8506-829448e67441.jpg;https://img.hrryzx.com/upload/1/2018/10/23/13543dca-e297-4aec-adc5-1ca4701eb424.jpg;https://img.hrryzx.com/upload/1/2018/10/23/9d851b6a-9da1-4f56-b149-cf3a07677897.jpg;https://img.hrryzx.com/upload/1/2018/10/23/7e83ee2e-1ec9-473a-9d99-a4fbfda3c33e.jpg
81,1006994,557311_2,https://img.hrryzx.com/upload/1/2018/10/31/34d39ce1-14db-4780-b9ab-05e683b3c321.jpg
82,1009736,164_2,https://img.hrryzx.com/upload/1/2019/2/19/1e550286-27c2-4b5b-acd1-8d6ff65bd4e8.JPG;https://img.hrryzx.com/upload/1/2019/2/19/452521c6-1a77-4cb6-92cb-728f394d5b42.JPG
83,1635666,205266_2,https://img.hrryzx.com/upload/1/2018/10/31/fa39706c-0c9c-4c16-9499-4851f680fb68.jpg
84,1009812,540444_2,https://img.hrryzx.com/upload/1/2018/10/23/00f3529f-5df4-43b3-9c15-8e8691c8b454.jpg;https://img.hrryzx.com/upload/1/2018/10/23/85010154-67eb-455b-a256-0a4349c1e1b3.jpg
85,1017367,46562_2,https://img.hrryzx.com/upload/1/2018/10/31/4b097844-3edb-472f-a9ae-5513ba8e2496.jpg;https://img.hrryzx.com/upload/1/2018/10/31/b47b5498-8c5a-4cff-a33f-4b2e019af103.jpg
86,5058419,618851_2,https://img.hrryzx.com/upload/1/2019/8/16/e4909949-0187-446c-b6e8-400d48cc57c8.jpg;https://img.hrryzx.com/upload/1/2019/8/16/ad10028d-1752-41fe-9332-d6ccb03581ab.jpg;https://img.hrryzx.com/upload/1/2019/8/16/994ab266-07a9-4b2a-b55e-4140dfb81509.jpg
87,1501523,561376_2,https://img.hrryzx.com/upload/1/2019/5/31/1458bb95-e07f-4166-9a5d-6897be053136.jpg;https://img.hrryzx.com/upload/1/2018/10/23/119001be-e748-4ac1-9809-0cde6cf900e2.jpg;https://img.hrryzx.com/upload/1/2018/10/23/365bf87c-7e07-4681-8333-67a3addcdd1b.jpg;https://img.hrryzx.com/upload/1/2018/10/23/bd69e9dd-a7b2-42ab-b303-f3b211a4fd68.jpg
88,1004336,556842_2,1/2020/6/1/9f5b712c-729b-45fd-a51f-f9913cd7e637.jpg;1/2020/6/1/d4f8f681-1d18-4799-99b8-cd59960a913e.jpg;1/2020/6/1/da0608e5-14a8-4a1e-8030-045879747787.jpg
89,1037775,555095_2,https://img.hrryzx.com/upload/1/2018/10/22/d8ed3df5-cbd7-4456-8e20-d8d98ef8f03d.jpg;https://img.hrryzx.com/upload/1/2018/10/22/c30750ea-27b1-4915-87cd-7706ae423dbe.jpg;https://img.hrryzx.com/upload/1/2018/10/22/a056ecf0-87cd-4cdb-b8b8-5e299d9f3403.jpg
90,1177148,556372_2,https://img.hrryzx.com/upload/1/2019/3/9/e38f5120-255e-4d42-870f-a2cca39f645f.jpg;https://img.hrryzx.com/upload/1/2019/3/9/7ee1ad1d-3bf2-4016-9cc3-e23436a6bfb2.jpg
91,5133438,623643_2,https://img.hrryzx.com/upload/1/2019/5/24/8fe47111-7de8-47d9-9a57-5706bcdcb339.jpg
92,1009133,547353_2,https://img.hrryzx.com/upload/1/2019/2/19/ae7e8c3d-f528-460a-9487-be1cfc0ba6bc.JPG;https://img.hrryzx.com/upload/1/2019/2/19/25d28c73-d67f-4d4e-8457-c8d87e6f9d9b.JPG;https://img.hrryzx.com/upload/1/2019/2/19/58656fc6-b3ab-420e-adbe-65aa1e7488b9.JPG
93,1531280,108523_2,https://img.hrryzx.com/upload/1/2019/8/16/fc1edd5a-5a75-48ac-bd96-9f16f9b3513c.jpg;https://img.hrryzx.com/upload/1/2019/8/16/58902108-d72c-48c6-82e3-7e0724c92e21.jpg;https://img.hrryzx.com/upload/1/2019/8/16/f7529236-1459-4177-a441-56f7e335bda4.jpg;https://img.hrryzx.com/upload/1/2019/8/16/83f61187-6cd6-4d9a-80d1-b2efd25d5cfc.jpg;https://img.hrryzx.com/upload/1/2019/8/16/987e2977-4231-4dfd-889d-31548ac3034e.jpg
94,1514728,561605_2,https://img.hrryzx.com/upload/1/2019/3/9/18f29c63-3802-4213-b3c4-6d2c96ace9e4.jpg;https://img.hrryzx.com/upload/1/2019/3/9/35c5dc7e-4c3d-4b3c-aa0e-290e6394b2e1.jpg
95,5027721,613445_2,https://img.hrryzx.com/upload/1/2019/2/19/14f08ee3-151e-4600-8f4d-389b2b4fd737.JPG;https://img.hrryzx.com/upload/1/2019/2/19/5e47ac83-83b2-4288-b0a3-9fd37f685f68.JPG;https://img.hrryzx.com/upload/1/2019/2/19/11622f39-745d-483b-928a-5cf6bd3d75f6.JPG
96,1700203,603675_2,https://img.hrryzx.com/upload/1/2018/10/22/6ab09c1d-9b13-4d08-a3cc-700a929b626b.jpg;https://img.hrryzx.com/upload/1/2018/10/22/bb266d71-d679-488e-94a9-5b7dbbdf3247.jpg;https://img.hrryzx.com/upload/1/2018/10/22/15d0dbd2-e7ba-479c-be52-f302a157a12c.jpg
97,1129015,545018_2,https://img.hrryzx.com/upload/1/2019/1/22/08556756-5eb2-4350-a80f-94f219b82f98.jpg;https://img.hrryzx.com/upload/1/2019/1/22/7bb99d8e-53a7-4d2a-8c1a-73383e5ca8dd.jpg;https://img.hrryzx.com/upload/1/2019/1/22/961abc17-3cbf-42f1-b604-bddfbafd6db0.jpg
98,1685938,598438_2,https://img.hrryzx.com/upload/1/2019/3/30/52a96280-a861-453e-a96c-68a7d96a4b2e.jpg;https://img.hrryzx.com/upload/1/2019/3/30/56236abd-21e5-4c00-9bce-c576e21a941e.jpg;https://img.hrryzx.com/upload/1/2019/3/30/dc31f4e7-127f-4bdc-9c17-0100ea03000b.jpg
